"NOconnections","connectance","nestedness","NODF","SA","H2","number.of.species.HL","number.of.species.LL","generality.HL","vulnerability.LL","gr","null"
46,0.338235294117647,12.9437588397189,62.1406794425087,0.11408237417646,0.179951558204979,8,17,5.58163112453864,3.22806598766156,1,0
41,0.450549450549451,13.2307014482619,70.7792207792208,0.106772924768203,0.162676671735436,7,13,5.56348839835758,3.24145295866416,2,0
26,0.722222222222222,29.2422123620842,67.1995464852608,0.30299557564769,0.228129892395062,4,9,3.42985663898706,2.87999312453876,3,0
17,0.62962962962963,8.79452045589088,71.7948717948718,0.418013357365842,0.196030353633872,3,9,3.04516341045635,2.04852507483742,4,0
37,0.560606060606061,22.8520745838514,68.0952380952381,0.0687796712564511,0.279145523061157,6,11,3.89283842752596,3.2805654536944,1,1
41,0.525641025641026,38.6017939419736,56.1059907834101,0.0828839131868976,0.285327905660973,6,13,4.24760970917762,3.24320090078924,2,1
29,0.557692307692308,14.4385835599935,69.6428571428571,0.408467452234143,0.141822531189105,4,13,5.62417338315565,2.34844528747099,3,1
12,0.571428571428571,25.1552937148999,60.4166666666667,0.588665615564131,0.258612140374408,3,7,3.53526615398059,1.60605896517124,4,1
21,0.525,18.3877107377895,66.4705882352941,0.371051479142131,0.192092014319469,4,10,4.03227973212333,2.28684484979745,1,2
27,0.490909090909091,11.0612137987366,73.8461538461538,0.331165206266711,0.157426234359504,5,11,4.94336661619237,2.4789725062981,2,2
48,0.457142857142857,20.5704142187276,64.4387755102041,0.0641406717045048,0.272794277903713,7,15,4.92634080591201,3.36204312860644,3,2
22,0.55,26.9622195165835,59.1176470588235,0.0750751142730462,0.355669845165791,4,10,3.03765859262294,2.30277374798063,4,2
18,0.666666666666667,28.0288843479999,59.1452991452991,0.39626531318152,0.316873835847441,3,9,3.55167605457896,1.94959825033458,1,3
38,0.417582417582418,15.4703280111548,69.2760942760943,0.234070525250538,0.265695005991372,7,13,4.43172815244433,2.9670148908623,2,3
36,0.461538461538462,19.339351646032,62.7752176139273,0.0693718774764479,0.182695617097177,6,13,4.56576870018661,3.07542664149208,3,3
29,0.527272727272727,10.6055704396542,79.0769230769231,0.0136362418543859,0.164070112458977,5,11,4.19255879682849,2.88674775369585,4,3
28,0.56,23.1469620120741,67.2727272727273,0.253028261789376,0.259404687630134,5,10,3.63666632615917,2.84963877840008,1,4
39,0.6,26.7325031805938,65.5032467532468,0.22604911354003,0.252012696611722,5,13,5.103024726315,2.91110589419461,2,4
38,0.452380952380952,14.5710231001337,68.7443845462713,0.0989472607605564,0.182011699392728,6,14,5.00330933250899,3.04088170344021,3,4
13,0.464285714285714,26.4240627982019,58.641975308642,0.252828602446959,0.366692469230982,4,7,3.22093252156122,1.80358173798089,4,4
33,0.5,26.0740489532481,63.0204081632653,-0.0283067216868043,0.286223053976298,6,11,3.20476538816231,3.26370987572279,1,5
