"NOconnections","connectance","nestedness","NODF","SA","H2","number.of.species.HL","number.of.species.LL","generality.HL","vulnerability.LL","gr","null"
322,0.0625850340136054,5.4417406431139,15.2961974928689,-0.247194191261642,0.693841529656857,147,35,3.98517826084539,3.90417248248317,1,0
340,0.0338983050847458,2.21090598378542,9.00196822658878,-0.13264133755467,0.834951063794447,170,59,3.712240451858,3.11884642968713,2,0
252,0.0586046511627907,7.07166879914105,11.8247644964713,-0.397547719733969,0.72914288276566,100,43,7.82890251846327,2.53609090209534,3,0
350,0.039032006245121,2.08151704792413,9.47551969712161,-0.586862884301627,0.752580961748137,183,49,6.35726010422131,4.42804771879147,4,0
191,0.0692279811525915,7.5887170104938,14.0975465739823,-0.0780634540677926,0.707320170992757,89,31,5.51496982958748,2.45397434590754,1,1
304,0.0466472303206997,3.64035558744371,10.2581226922705,-0.394175363254374,0.757561428401201,133,49,4.65029370975839,2.98263013697453,2,1
251,0.0457361516034985,3.7215097577867,10.3500052774606,-0.198045939416804,0.796920893777586,112,49,4.96369901087084,2.64523822786009,3,1
229,0.0512418885656746,3.88198383041632,11.855782360927,-0.392109985044841,0.773392826965434,109,41,4.40614413807199,3.18210663506979,4,1
230,0.0505383432212701,4.02993979422164,10.7805955069918,-0.31943317286695,0.801207952848346,111,41,3.85980530368056,2.5535950288497,1,2
301,0.0474389282899921,3.68226216781977,11.5314656375213,-0.394640964030168,0.784319718655821,141,45,5.89066510241381,3.32184066671813,2,2
249,0.0517133956386293,4.81345369685536,11.9979557757294,-0.0477195872664559,0.769837822128382,107,45,3.92405696215831,2.69802282718724,3,2
200,0.0512032770097286,5.51213214041267,10.8827864585308,-0.453006244591194,0.720685593699698,93,42,5.53810667840269,3.38549020717015,4,2
175,0.0592818428184282,4.88039840259722,12.505522367899,-0.183208146968172,0.768497267179484,82,36,4.83822802733325,2.53630465956642,1,3
276,0.0456198347107438,3.21251591019618,11.2636470326885,-0.429697816599934,0.776431417898792,121,50,5.09900436718007,3.23288535171837,2,3
319,0.0426014957264957,3.44490198885962,9.87059393266088,-0.191148909369092,0.735846049087076,144,52,5.31076383231713,3.50090581042422,3,3
188,0.0552291421856639,5.71838588164672,10.9556497878324,-0.191474090827143,0.806455313427653,92,37,3.65107490979511,2.18083776904565,4,3
185,0.0546690307328605,6.24270598547347,11.0465989830117,-0.1663335279729,0.769674336544927,94,36,4.819708481737,2.66900526649861,1,4
321,0.0450589556428972,3.29228680797854,11.0521134005003,-0.188445461343661,0.752185975316532,137,52,4.66336474240139,3.4737020517547,2,4
270,0.048,4.05867330669473,10.7676905474388,-0.605254901672395,0.74081402436512,125,45,4.8978871064007,3.94551550218866,3,4
211,0.0535668951510536,3.31498811001461,13.2189841471485,0.0216663981127076,0.781505604496768,101,39,5.22802540375181,2.32975436240241,4,4
187,0.0570121951219512,4.36073644884239,13.05569853485,-0.43063803809612,0.743845641442562,82,40,6.45403860753515,2.64220175971786,1,5
364,0.0427230046948357,3.69402434099796,10.9637113349613,-0.368930210728228,0.738760835109521,142,60,6.98696754376205,3.05868696473448,2,5
271,0.0488552370650802,4.06019393251203,10.5010546715212,-0.206683002125269,0.805341506050802,129,43,4.21736597665358,3.39801732889109,3,5
163,0.0536890645586298,4.49668311717012,10.685620646875,-0.0448521861368275,0.857135035345271,92,33,2.42673409408583,2.35625070866084,4,5
160,0.0549450549450549,5.64268288837885,9.32396241914865,-0.276903469396957,0.76635574857813,91,32,4.61744385529304,3.25367692190207,1,6
317,0.0454936854190586,4.03093229443729,10.3872969451767,-0.188042371249163,0.754544723649416,134,52,4.85508626095266,3.19244326798191,2,6
288,0.0401002506265664,2.47744326840046,10.637611603174,-0.213472895338176,0.803582806068516,133,54,6.04819713627634,2.74724685216688,3,6
207,0.0672077922077922,6.37216602373197,13.8404204507528,-0.0211014088825666,0.750152962241789,88,35,4.15172192576394,2.59589611177309,4,6
131,0.0601469237832874,6.60004984556213,10.6125184828889,-0.248286831959637,0.733688778817868,66,33,5.50174377224622,2.68203793089443,1,7
303,0.0453524921418949,3.35322780873358,11.531803364767,-0.119140123980315,0.782333856327273,131,51,4.42985653111914,2.7528350499865,2,7
325,0.044914317302377,3.18317921034868,11.8948008680729,-0.126133044614463,0.75032550962219,134,54,6.26063840371377,3.06130504175863,3,7
191,0.0645706558485463,7.72521312207919,12.5938485038903,-0.475117955131728,0.778611010037806,87,34,3.22678947868063,2.69335760815351,4,7
172,0.0502923976608187,4.79491394479499,9.08151180453644,-0.111654492542504,0.783325966892544,90,38,3.82549950468715,2.5905338075757,1,8
279,0.0453142764333279,4.06086496721288,9.9888247153422,-0.540834970102052,0.76013356086762,131,47,5.68371765004946,3.49608513826467,2,8
288,0.0499653018736988,4.19045561107986,11.4464820056351,-0.614830054248646,0.724391641533268,131,44,4.91369725771628,4.11586065896472,3,8
238,0.0561056105610561,4.63155187049732,13.2973870490454,-0.106875260306521,0.773318394369377,101,42,4.38202475896005,2.47973848358259,4,8
161,0.058018018018018,4.23545151203277,12.6508475132764,-0.0515868417574972,0.78453379797104,75,37,4.1949210517653,2.10362937690755,1,9
364,0.0404444444444444,2.89713997013281,10.3855983029182,-0.301920636341975,0.758075052157557,150,60,6.52334681973093,2.95025115252715,2,9
253,0.0509977827050998,4.25119713605205,11.1965190347816,-0.535665019402929,0.770290763462141,121,41,5.55166104774026,3.66764123046128,3,9
203,0.0579668760708167,6.49940737666477,10.6479321306994,-0.119825459581359,0.781627106527064,103,34,3.3792883937989,2.78067520814917,4,9
256,0.0503540519276161,4.87789523416795,10.4061078431473,-0.191566843129245,0.778465819166309,124,41,5.10199249867616,2.96578401458929,1,10
297,0.0528846153846154,4.5248166974044,13.0676101505257,-0.57064185757992,0.727485961665194,117,48,7.09587169722186,3.32492472398419,2,10
290,0.0466013176924313,3.92172127673771,11.1397236355652,-0.251269414883233,0.792103193175628,127,49,5.27723691992947,3.04084039962899,3,10
129,0.0542016806722689,4.97161609953069,10.2557763696877,-0.0446790377209256,0.795595529099701,70,34,2.41502164356856,2.24595467488888,4,10
197,0.0557441992076967,4.71144596959143,11.9183327848609,-0.0318351372434412,0.72452296056437,93,38,4.39066117336977,2.60373613339024,1,11
302,0.0475590551181102,3.71550507306612,11.685667994007,-0.417216443604722,0.765217172849244,127,50,5.77611133925687,2.98972377258429,2,11
259,0.0489695594630365,4.64421915396083,9.64951122081809,0.000567501826141822,0.747502776775367,123,43,3.80112939420851,3.68992304713912,3,11
198,0.0567010309278351,3.9295997559149,13.3696186207537,-0.181748760716001,0.824406320233777,97,36,4.61418173516111,2.42452671940606,4,11
249,0.0570054945054945,4.88749506576651,13.4777309620482,-0.217849637896236,0.743938400830943,104,42,4.69452694941554,2.42904712026398,1,12
325,0.0400246305418719,2.67401115073188,10.0878099514391,-0.639915733663056,0.77695651188092,145,56,6.09693509321553,3.61621675303908,2,12
271,0.0506069094304388,4.36960206605623,11.8534582322701,-0.319615981769131,0.774699277020463,119,45,4.85052124262144,2.94593688628058,3,12
121,0.06859410430839,7.82914073926262,10.7404374071041,-0.251023210867919,0.790051016216126,63,28,4.06700126758634,2.6562362157915,4,12
201,0.055008210180624,4.16053591324236,13.3494416757129,0.0332318203534976,0.785732821965044,87,42,4.23780910951603,2.35936623569508,1,13
323,0.0451748251748252,3.92227561925571,10.2696503996046,-0.450982999616199,0.74304482776498,143,50,4.9347364120684,3.62692127387749,2,13
261,0.048494983277592,3.57739603455177,11.7470047284969,-0.227238390351034,0.787751942270811,117,46,5.26828653259953,2.79762042098342,3,13
166,0.0592857142857143,6.06840232380979,12.1085359380965,-0.366598455985933,0.74203028911793,80,35,4.60531190872456,2.42074042259435,4,13
203,0.0503972194637537,3.96433184011737,10.8172993562545,-0.290730329687224,0.72777350181244,106,38,5.36722667398511,3.21365499685705,1,14
276,0.0505865102639296,4.50417431060649,11.3610633096659,-0.204495899789035,0.777543223261319,124,44,5.01540596079946,3.21909066469145,2,14
309,0.044345579793341,3.52938447316482,10.6123291681302,-0.1103622224318,0.789171687600699,134,52,5.60167074228372,2.68483676951306,3,14
179,0.060391363022942,6.04761788810694,13.0959840076381,-0.0754965959638054,0.758653150415162,76,39,3.67794587330071,2.69960033510894,4,14
